Birth Rate,Business Tax Rate,CO2 Emissions,Birth Rate Classificaton,Above Health Exp Threshold?,GDP per Capita,Country,Days to Start Business,Ease of Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Region,Tourism Inbound,Tourism Outbound,Year
0.021,0.837,60946,1.5-3%,Below Threshold,3392.921262,Colombia,42,,27085,1.4652E+11,0.058,197,456,0.018,0.11,0.146,76,69,0.506,1,0.308,0.642,0.051,43184026,0.736,The Americas,1574000000,1565000000,1/12/2005
0.017,0.552,7088,1.5-3%,Below Threshold,4621.364127,Costa Rica,77,,3865,19964893807,0.077,364,402,0.009,0.221,0.247,81,76,0.255,1,0.279,0.662,0.059,4320130,0.657,The Americas,1810000000,556000000,1/12/2005
0.011,,26006,Below 1.5%,Below Threshold,3776.470549,Cuba,,,10758,42644200000,0.081,306,,0.005,0.097,,80,76,0.012,1,0.195,0.696,0.11,11292078,0.761,The Americas,2591000000,,1/12/2005
,,,Above 3%,Below Threshold,,Curacao,,,,,,,,,,,,,,1,0.211,0.668,0.121,136708,0.905,The Americas,244000000,164000000,1/12/2005
,0.37,114,Above 3%,Below Threshold,5126.249865,Dominica,14,,41,361615918,0.05,255,147,0.012,0.385,0.099,,,0.737,1,,,,70542,0.666,The Americas,57000000,10000000,1/12/2005
0.024,0.355,19651,1.5-3%,Below Threshold,3635.706812,Dominican Republic,74,,6840,33969724872,0.053,188,232,0.029,0.115,0.241,75,69,0.388,1,0.331,0.613,0.057,9343362,0.674,The Americas,3518000000,511000000,1/12/2005
0.024,0.353,29908,1.5-3%,Below Threshold,3012.752437,Ecuador,69,,11048,41507085000,0.063,190,600,0.024,0.06,0.096,78,72,0.453,1,0.327,0.617,0.056,13777131,0.617,The Americas,488000000,644000000,1/12/2005
0.021,0.347,6454,1.5-3%,Below Threshold,2814.93504,El Salvador,40,,4509,17093800000,0.072,202,320,0.02,0.042,,75,66,0.397,1,0.357,0.581,0.062,6072538,0.616,The Americas,656000000,288000000,1/12/2005
0.016,,609,1.5-3%,Below Threshold,29903.28404,Greenland,,,,1702543477,,,,,0.577,,72,67,0.816,1,,,,56935,0.829,The Americas,,,1/12/2005
0.019,0.453,216,1.5-3%,Below Threshold,6803.545289,Grenada,20,,79,700431791,0.061,412,140,0.013,0.205,0.101,74,69,0.455,1,0.3,0.623,0.077,102951,0.359,The Americas,71000000,10000000,1/12/2005
0.035,0.387,12453,Above 3%,Below Threshold,2146.179053,Guatemala,39,,7855,27211230374,0.065,138,344,0.033,0.057,0.13,73,66,0.356,1,0.432,0.526,0.043,12678919,0.472,The Americas,791000000,532000000,1/12/2005
0.022,0.39,1434,1.5-3%,Below Threshold,1084.179401,Guyana,42,,495,824880550,0.053,58,288,0.036,,0.145,68,62,0.37,1,0.366,0.596,0.038,760834,0.283,The Americas,35000000,40000000,1/12/2005
0.029,0.404,2076,1.5-3%,Below Threshold,448.58483,Haiti,202,,2585,4154289832,0.044,20,184,0.066,0.064,0.41,61,58,0.054,1,0.381,0.578,0.042,9260879,0.441,The Americas,80000000,174000000,1/12/2005
0.029,0.44,7554,1.5-3%,Below Threshold,1401.978767,Honduras,62,,3997,9672006169,0.077,109,424,0.026,0.065,0.188,74,69,0.186,1,0.398,0.56,0.041,6898825,0.485,The Americas,465000000,321000000,1/12/2005
0.018,0.499,10645,1.5-3%,Below Threshold,4189.655883,Jamaica,8,,3717,11075778481,0.041,170,414,0.018,0.128,0.174,74,69,0.739,1,0.311,0.612,0.077,2643601,0.528,The Americas,1783000000,290000000,1/12/2005
0.022,0.557,435046,1.5-3%,Below Threshold,7823.82113,Mexico,58,,170263,8.66346E+11,0.059,478,552,0.017,0.172,0.097,78,73,0.426,1,0.323,0.624,0.053,110731826,0.763,The Americas,12801000000,8951000000,1/12/2005
0.025,0.635,4320,1.5-3%,Below Threshold,1158.997008,Nicaragua,39,,2836,6322582497,0.061,71,240,0.026,0.026,0.121,75,69,0.205,1,0.378,0.581,0.041,5455219,0.559,The Americas,206000000,162000000,1/12/2005
0.022,0.439,6839,1.5-3%,Below Threshold,4594.481939,Panama,18,,2884,15464700000,0.075,344,560,0.019,0.115,0.087,79,73,0.52,1,0.307,0.632,0.061,3365929,0.637,The Americas,1108000000,388000000,1/12/2005
0.026,0.545,3832,1.5-3%,Below Threshold,1479.403778,Paraguay,74,,3954,8734651406,0.056,82,328,0.024,0.079,0.299,73,69,0.32,1,0.358,0.594,0.048,5904170,0.574,The Americas,96000000,130000000,1/12/2005
0.022,0.384,37136,1.5-3%,Below Threshold,2674.566364,Peru,102,,13646,74147754854,0.045,128,424,0.022,0.171,0.255,75,70,0.201,1,0.32,0.626,0.054,27723281,0.75,The Americas,1438000000,970000000,1/12/2005
0.013,0.576,,Below 1.5%,Below Threshold,21959.32271,Puerto Rico,7,,,83914521341,,,140,,0.234,,82,74,0.53,1,0.222,0.657,0.122,3821362,0.941,The Americas,3239000000,1663000000,1/12/2005
,,,Above 3%,Below Threshold,,Sint Maarten (Dutch part),,,,,,,,,,,,,,1,,,,36936,1,The Americas,659000000,94000000,1/12/2005
,0.523,235,Above 3%,Below Threshold,10916.19011,St. Kitts and Nevis,19,,79,536410666,0.036,389,172,0.011,0.34,0.1,,,1.038,1,,,,49139,0.32,The Americas,121000000,11000000,1/12/2005
0.017,0.357,367,1.5-3%,Below Threshold,5492.864915,St. Lucia,20,,123,908558307,0.063,348,71,0.015,0.216,0.106,75,71,0.639,1,0.285,0.643,0.072,165407,0.231,The Americas,382000000,39000000,1/12/2005
0.018,,,1.5-3%,Below Threshold,,St. Martin (French part),,,,,,,,,,,81,75,,1,,,,27906,,The Americas,,,1/12/2005
0.018,0.45,198,1.5-3%,Below Threshold,5070.682443,St. Vincent and the Grenadines,12,,67,551431645,0.037,185,76,0.019,0.092,0.096,74,69,0.649,1,0.285,0.643,0.072,108749,0.47,The Americas,104000000,15000000,1/12/2005
0.02,0.279,2380,1.5-3%,Below Threshold,3590.541042,Suriname,694,,696,1793557833,0.068,243,199,0.026,0.064,0.174,72,66,0.466,1,0.299,0.64,0.061,499523,0.667,The Americas,96000000,94000000,1/12/2005
0.015,0.37,28581,1.5-3%,Below Threshold,12405.05615,Trinidad and Tobago,43,,16880,16088526686,0.053,648,210,0.024,0.29,0.091,73,65,0.713,1,0.218,0.709,0.072,1296933,0.099,The Americas,593000000,234000000,1/12/2005
,,121,Above 3%,Below Threshold,,Turks and Caicos Islands,,,,,,,,,,,,,,1,,,,26450,0.877,The Americas,,,1/12/2005
0.014,0.458,5826394,Below 1.5%,Above Threshold,44313.58524,United States,6,,2318861,1.30954E+13,0.158,6732,325,0.007,0.68,0.062,80,75,0.683,1,0.205,0.671,0.123,295516599,0.799,The Americas,1.27237E+11,,1/12/2005
0.015,0.713,5776,1.5-3%,Below Threshold,5221.673188,Uruguay,45,,2957,17362872710,0.082,430,304,0.012,0.201,0.136,79,72,0.347,1,0.238,0.627,0.135,3325155,0.933,The Americas,699000000,331000000,1/12/2005
0.022,0.502,181630,1.5-3%,Below Threshold,5444.644197,"Venezuela, RB",141,,66558,1.45513E+11,0.054,296,864,0.016,0.126,0.168,76,70,0.468,1,0.313,0.637,0.05,26725897,0.886,The Americas,722000000,1843000000,1/12/2005
0.015,,,1.5-3%,Below Threshold,,Virgin Islands (U.S.),,,,,,,,,0.273,,82,76,0.745,1,0.224,0.67,0.106,107863,0.937,The Americas,1432000000,,1/12/2005
0.022,0.769,103963,1.5-3%,Below Threshold,3391.377815,Algeria,25,,34658,1.17027E+11,0.031,106,451,0.028,0.074,0.08,72,68,0.609,1,0.282,0.673,0.045,34507214,0.646,Africa,393000000,414000000,1/12/2006
0.049,0.521,22266,Above 3%,Below Threshold,2440.631716,Angola,119,,10006,41789494462,0.045,111,272,0.12,0.019,0.195,50,48,0.178,1,0.478,0.497,0.024,17122409,0.369,Africa,91000000,393000000,1/12/2006
0.04,0.757,3876,Above 3%,Below Threshold,557.2324469,Benin,31,,2949,4705087452,0.048,26,270,0.072,0.015,,59,56,0.125,1,0.443,0.529,0.028,8443671,0.403,Africa,122000000,71000000,1/12/2006
0.025,0.171,4646,1.5-3%,Below Threshold,5341.397472,Botswana,107,,1956,10126990488,0.049,263,140,0.043,0.043,0.165,47,46,0.434,1,0.354,0.613,0.033,1895944,0.553,Africa,539000000,285000000,1/12/2006
0.044,0.476,1360,Above 3%,Below Threshold,422.8448175,Burkina Faso,34,,,5844669738,0.074,28,270,0.083,0.006,,54,52,0.074,1,0.464,0.51,0.025,13822257,0.223,Africa,55000000,84000000,1/12/2006
0.044,2.797,187,Above 3%,Below Threshold,158.3050232,Burundi,13,,,1273180655,0.116,18,140,0.072,0.007,0.171,52,49,0.025,1,0.449,0.524,0.027,8042579,0.096,Africa,1600000,126000000,1/12/2006
0.04,0.508,3828,Above 3%,Below Threshold,964.6015355,Cameroon,45,,6723,17953103009,0.048,46,654,0.076,0.02,0.153,53,51,0.168,1,0.441,0.526,0.033,18611937,0.491,Africa,231000000,521000000,1/12/2006
0.037,2.038,227,Above 3%,Below Threshold,365.4970834,Central African Republic,22,,,1473721521,0.04,15,504,0.109,0.003,0.153,47,44,0.027,1,0.417,0.544,0.04,4032102,0.382,Africa,10200000,47000000,1/12/2006
0.049,0.74,407,Above 3%,Below Threshold,716.638996,Chad,64,,,7422102520,0.04,24,732,0.1,0.006,0.153,49,47,0.045,1,0.492,0.482,0.026,10356822,0.218,Africa,,,1/12/2006
0.039,2.179,121,Above 3%,Below Threshold,653.9537246,Comoros,22,,42,403179474,0.046,30,100,0.069,0.022,0.105,61,58,0.06,1,0.417,0.553,0.03,616526,0.279,Africa,27000000,11000000,1/12/2006
0.046,2.865,2417,Above 3%,Below Threshold,257.1737798,"Congo, Dem. Rep.",133,,20715,14296505933,0.055,9,308,0.102,0.003,0.464,50,46,0.079,1,0.461,0.511,0.028,55590838,0.38,Africa,3100000,93000000,1/12/2006
0.039,0.649,1338,Above 3%,Below Threshold,2120.097846,"Congo, Rep.",37,,1154,7731261169,0.024,50,606,0.057,0.02,0.153,56,53,0.252,1,0.422,0.543,0.035,3646653,0.614,Africa,45000000,132000000,1/12/2006
0.036,0.473,6997,Above 3%,Below Threshold,983.2914236,Cote d'Ivoire,45,,9537,17367303156,0.06,59,270,0.087,0.015,,49,47,0.23,1,0.423,0.547,0.03,17662417,0.475,Africa,104000000,583000000,1/12/2006
0.029,0.378,488,1.5-3%,Below Threshold,976.2929868,Djibouti,37,,143,768873684,0.071,66,66,0.069,0.013,,60,57,0.057,1,0.365,0.601,0.034,787544,0.768,Africa,9800000,15000000,1/12/2006
0.024,0.464,178616,1.5-3%,Below Threshold,1472.570074,"Egypt, Arab Rep.",19,,66269,1.07484E+11,0.052,75,596,0.024,0.137,0.126,72,67,0.247,1,0.322,0.624,0.055,72990754,0.431,Africa,8133000000,2156000000,1/12/2006
0.038,0.441,4752,Above 3%,Below Threshold,13003.63858,Equatorial Guinea,135,,1503,8081982438,0.023,287,492,0.085,0.013,0.153,51,48,0.193,1,0.403,0.566,0.032,621517,0.389,Africa,,,1/12/2006
0.04,0.845,561,Above 3%,Below Threshold,240.5468163,Eritrea,76,,697,1211161880,0.032,8,216,0.046,,,61,57,0.012,1,0.432,0.548,0.02,5035036,0.192,Africa,60000000,,1/12/2006
0.038,0.303,5420,Above 3%,Below Threshold,191.6040212,Ethiopia,18,,29705,15000803171,0.042,8,212,0.065,0.003,0.07,59,57,0.011,1,0.46,0.509,0.031,78290649,0.159,Africa,639000000,97000000,1/12/2006
0.033,0.447,1977,Above 3%,Below Threshold,6756.271159,Gabon,57,,1768,9545982814,0.032,216,488,0.049,0.055,0.153,61,59,0.636,1,0.393,0.551,0.056,1412907,0.84,Africa,,,1/12/2006
0.044,2.921,337,Above 3%,Below Threshold,441.9196559,"Gambia, The",27,,114,655068112,0.047,21,376,0.056,0.052,0.298,58,56,0.273,1,0.46,0.515,0.025,1482324,0.532,Africa,69000000,8000000,1/12/2006
0.034,0.359,9289,Above 3%,Below Threshold,929.9455454,Ghana,18,,9062,20410239313,0.054,48,304,0.057,0.027,,60,58,0.237,1,0.399,0.566,0.034,21947779,0.48,Africa,910000000,575000000,1/12/2006
0.04,0.807,1181,Above 3%,Below Threshold,287.9229857,Guinea,40,,,2821346684,0.055,16,416,0.082,0.006,,54,53,,1,0.435,0.533,0.032,9798963,0.332,Africa,,41000000,1/12/2006
0.04,0.459,216,Above 3%,Below Threshold,398.2471791,Guinea-Bissau,259,,90,578517349,0.059,24,208,0.094,0.021,,54,52,0.108,1,0.427,0.544,0.029,1452659,0.417,Africa,2800000,17800000,1/12/2006
0.038,0.498,9575,Above 3%,Below Threshold,612.2325312,Kenya,54,,16896,22504136042,0.045,28,432,0.059,0.075,0.136,57,55,0.2,1,0.427,0.546,0.027,36757498,0.22,Africa,1181000000,178000000,1/12/2006
0.029,0.288,,1.5-3%,Below Threshold,736.3600429,Lesotho,73,,19,1428842600,0.071,52,564,0.084,0.03,0.122,44,44,0.184,1,0.393,0.561,0.046,1940413,0.228,Africa,29000000,263000000,1/12/2006
0.04,0.429,759,Above 3%,Below Threshold,178.4537308,Liberia,68,,,604028582,0.109,18,158,0.077,,0.155,57,55,0.083,1,0.434,0.536,0.03,3384791,0.464,Africa,124000000,41000000,1/12/2006
0.023,,53788,1.5-3%,Below Threshold,9933.108824,Libya,,,17899,56484375000,0.025,237,,0.019,0.043,0.063,76,72,0.691,1,0.303,0.654,0.043,5686475,0.77,Africa,244000000,915000000,1/12/2006
0.037,0.465,1683,Above 3%,Below Threshold,292.9565189,Madagascar,21,,,5515236338,0.05,15,304,0.052,0.006,0.295,63,60,0.056,1,0.446,0.525,0.029,18826126,0.294,Africa,386000000,86000000,1/12/2006
0.042,0.334,953,Above 3%,Below Threshold,234.2123961,Malawi,39,,,3116789658,0.09,21,370,0.068,0.004,0.323,50,50,0.047,1,0.461,0.508,0.03,13307535,0.151,Africa,45000000,85000000,1/12/2006
0.048,0.514,568,Above 3%,Below Threshold,496.7442831,Mali,41,,,6122644015,0.066,33,270,0.093,0.007,,52,52,0.123,1,0.464,0.506,0.03,12325545,0.328,Africa,175000000,196000000,1/12/2006
0.037,0.947,1676,Above 3%,Below Threshold,939.1562937,Mauritania,82,,,3040718541,0.035,30,696,0.074,0.01,0.24,62,59,0.327,1,0.413,0.555,0.031,3237713,0.539,Africa,,,1/12/2006
0.014,0.26,3777,Below 1.5%,Below Threshold,5373.630551,Mauritius,46,,1173,6731536244,0.048,269,161,0.014,0.167,0.211,76,69,0.635,1,0.236,0.696,0.068,1252698,0.414,Africa,1302000000,347000000,1/12/2006
0.02,0.517,47425,1.5-3%,Below Threshold,2159.463672,Morocco,12,,13648,65637107776,0.052,113,358,0.034,0.198,,71,68,0.527,1,0.302,0.648,0.05,30395097,0.556,Africa,6900000000,1113000000,1/12/2006
0.043,0.375,1980,Above 3%,Below Threshold,328.7073993,Mozambique,113,,8742,7095910828,0.065,21,230,0.087,0.008,0.186,49,47,0.108,1,0.45,0.519,0.032,21587317,0.302,Africa,145000000,196000000,1/12/2006
0.029,0.258,2329,1.5-3%,Below Threshold,3886.447923,Namibia,95,,1294,7978609422,0.072,280,339,0.044,0.044,0.112,60,55,0.297,1,0.395,0.571,0.033,2052931,0.376,Africa,473000000,118000000,1/12/2006
0.051,0.423,807,Above 3%,Below Threshold,266.5794323,Niger,24,,,3646727993,0.079,21,270,0.079,0.003,,55,55,0.035,1,0.492,0.483,0.025,13679705,0.169,Africa,39000000,42000000,1/12/2006
0.042,0.322,98514,Above 3%,Below Threshold,1014.758346,Nigeria,35,,107005,1.4543E+11,0.057,59,1120,0.094,0.055,0.169,50,49,0.226,1,0.436,0.536,0.027,143314909,0.399,Africa,209000000,3536000000,1/12/2006
0.038,0.369,528,Above 3%,Below Threshold,321.9485776,Rwanda,16,,,3110327823,0.1,32,168,0.061,,0.161,58,56,0.033,1,0.442,0.533,0.024,9660946,0.202,Africa,148000000,84000000,1/12/2006
0.038,0.487,84,Above 3%,Below Threshold,851.2390086,Sao Tome and Principe,144,,44,135181862,0.078,68,424,0.046,0.142,0.293,67,63,0.116,1,0.418,0.542,0.039,158806,0.588,Africa,6700000,1100000,1/12/2006
0.039,0.455,4789,Above 3%,Below Threshold,807.9747355,Senegal,59,,2798,9358710763,0.054,44,696,0.055,0.056,,63,60,0.258,1,0.44,0.529,0.032,11582925,0.413,Africa,329000000,139000000,1/12/2006
0.017,0.484,744,1.5-3%,Below Threshold,12014.41807,Seychelles,39,,243,1016419769,0.038,438,76,0.012,0.35,0.1,76,69,0.797,1,0.238,0.688,0.075,84600,0.513,Africa,323000000,56000000,1/12/2006
0.041,2.72,733,Above 3%,Above Threshold,357.4061036,Sierra Leone,26,,,1887429109,0.142,51,399,0.125,0.002,0.24,43,43,,1,0.426,0.549,0.025,5280909,0.371,Africa,23000000,15000000,1/12/2006
0.047,,576,Above 3%,Below Threshold,,Somalia,,,,,,,,0.105,0.011,,54,51,0.063,1,0.478,0.493,0.029,8687671,0.356,Africa,,,1/12/2006
0.023,0.371,424844,1.5-3%,Below Threshold,5407.257833,South Africa,35,,127255,2.61007E+11,0.085,455,350,0.05,0.076,0.112,53,50,0.811,1,0.305,0.649,0.046,48269753,0.601,Africa,9211000000,5230000000,1/12/2006
0.039,,,Above 3%,Below Threshold,,South Sudan,,,,,,,,0.083,,,53,50,,1,0.438,0.529,0.033,8376893,0.173,Africa,,,1/12/2006
0.037,0.361,11503,Above 3%,Below Threshold,1085.244633,Sudan,39,,15917,35159250985,0.05,54,180,0.06,,,62,59,0.119,1,0.43,0.539,0.031,32397535,0.328,Africa,252000000,1414000000,1/12/2006
0.031,0.363,1016,Above 3%,Below Threshold,2636.185356,Swaziland,60,,406,2947922183,0.068,180,104,0.076,0.037,0.112,46,46,0.224,1,0.412,0.556,0.032,1118253,0.219,Africa,75000000,54000000,1/12/2006
0.042,0.438,5959,Above 3%,Below Threshold,358.7979254,Tanzania,27,,17809,14331231239,0.065,23,172,0.054,0.013,0.157,56,54,0.14,1,0.447,0.523,0.03,39942347,0.255,Africa,986000000,571000000,1/12/2006
0.038,0.525,1221,Above 3%,Below Threshold,387.4198489,Togo,64,,2368,2202809211,0.064,25,270,0.067,0.02,,55,54,0.125,1,0.426,0.546,0.028,5685845,0.356,Africa,23000000,42000000,1/12/2006
0.017,0.606,23128,1.5-3%,Below Threshold,3394.42898,Tunisia,11,,8752,34378437265,0.056,194,268,0.019,0.13,,76,72,0.722,1,0.252,0.681,0.068,10127900,0.653,Africa,2999000000,498000000,1/12/2006
0.046,0.352,2655,Above 3%,Below Threshold,334.6391875,Uganda,28,,,9942597753,0.096,32,237,0.064,0.025,0.187,54,53,0.068,1,0.493,0.482,0.025,29711397,0.133,Africa,347000000,196000000,1/12/2006
0.044,0.154,2226,Above 3%,Below Threshold,908.3817072,Zambia,35,,7396,10702200822,0.064,58,183,0.073,0.042,0.232,49,48,0.141,1,0.468,0.505,0.027,11781612,0.37,Africa,110000000,97000000,1/12/2006
0.032,0.323,10345,Above 3%,Below Threshold,427.834386,Zimbabwe,97,,9714,5443896500,,,216,0.057,0.098,4.965,44,46,0.067,1,0.415,0.548,0.038,12724308,0.339,Africa,338000000,,1/12/2006
0.044,0.363,1338,Above 3%,Below Threshold,275.3509409,Afghanistan,9,,,7057597615,0.091,23,275,0.082,0.021,0.18,59,56,0.098,1,0.493,0.487,0.02,25631282,0.232,Asia,,,1/12/2006
0.014,0.366,4382,Below 1.5%,Below Threshold,2126.089566,Armenia,17,,2559,6384457744,0.046,97,580,0.02,0.056,0.165,77,70,0.42,1,0.214,0.67,0.116,3002911,0.642,Asia,307000000,321000000,1/12/2006
0.018,0.422,39167,1.5-3%,Below Threshold,2472.997476,Azerbaijan,51,,13232,20982270733,0.062,149,1000,0.042,0.12,0.179,72,67,0.384,1,0.251,0.685,0.064,8484550,0.526,Asia,201000000,256000000,1/12/2006
0.023,0.353,48137,1.5-3%,Below Threshold,427.291167,Bangladesh,50,,25332,61901116736,0.034,14,400,0.048,0.01,0.153,68,67,0.132,1,0.338,0.619,0.044,144868702,0.275,Asia,80000000,444000000,1/12/2006
0.022,0.408,392,1.5-3%,Below Threshold,1348.730837,Bhutan,62,,211,897672086,0.044,59,274,0.043,0.045,0.14,65,65,0.123,1,0.329,0.629,0.041,665568,0.317,Asia,36000000,22000000,1/12/2006
0.019,0.374,4822,1.5-3%,Below Threshold,30613.27687,Brunei Darussalam,116,,3152,11470703002,0.022,680,144,0.007,0.422,0.055,79,75,0.804,1,0.285,0.683,0.033,374697,0.739,Asia,224000000,408000000,1/12/2006
0.026,0.215,3000,1.5-3%,Below Threshold,536.6577307,Cambodia,86,,3429,7274424519,0.054,29,137,0.048,0.005,,71,65,0.127,1,0.351,0.604,0.045,13555054,0.193,Asia,1109000000,176000000,1/12/2006
0.012,0.807,6414463,Below 1.5%,Below Threshold,2069.342954,China,35,,1938944,2.71295E+12,0.046,93,832,0.019,0.105,0.061,76,73,0.348,1,0.198,0.724,0.078,1311020000,0.439,Asia,37132000000,28242000000,1/12/2006
0.013,0.386,6150,Below 1.5%,Below Threshold,1764.870436,Georgia,16,,3032,7761900179,0.084,146,387,0.02,0.075,0.171,77,70,0.383,1,0.179,0.674,0.147,4398000,0.525,Asia,361000000,257000000,1/12/2006
0.01,0.241,38555,Below 1.5%,Below Threshold,28224.1764,"Hong Kong SAR, China",11,,13330,1.93536E+11,,,80,,0.608,0.078,86,79,1.367,1,0.137,0.74,0.123,6857100,1,Asia,15541000000,14044000000,1/12/2006
0.023,0.74,1504365,1.5-3%,Below Threshold,830.1634228,India,35,,567182,9.49117E+11,0.04,33,264,0.054,0.028,0.112,66,63,0.145,1,0.318,0.634,0.048,1143289350,0.296,Asia,8915000000,8738000000,1/12/2006
0.021,0.375,345120,1.5-3%,Below Threshold,1601.033273,Indonesia,97,,183726,3.64571E+11,0.029,47,576,0.032,0.048,0.16,71,67,0.28,1,0.3,0.651,0.049,227709821,0.467,Asia,4890000000,5458000000,1/12/2006
0.009,0.525,1231302,Below 1.5%,Below Threshold,34102.11653,Japan,22,,519807,4.35675E+12,0.082,2794,350,0.003,0.687,0.017,86,79,0.785,1,0.137,0.659,0.204,127756000,0.871,Asia,11490000000,37659000000,1/12/2006
0.02,0.442,192532,1.5-3%,Below Threshold,5291.574368,Kazakhstan,21,,61504,81003864916,0.039,210,271,0.027,0.033,,72,61,0.511,1,0.245,0.68,0.075,15308084,0.545,Asia,973000000,1060000000,1/12/2006
0.015,,84557,1.5-3%,Below Threshold,,"Korea, Dem. Rep.",,,21544,,,,,0.026,,,72,65,,1,0.243,0.679,0.077,23969917,0.599,Asia,,,1/12/2006
0.009,0.311,470806,Below 1.5%,Below Threshold,20917.08281,"Korea, Rep.",17,,213600,1.0118E+12,0.061,1201,290,0.005,0.781,0.06,82,76,0.85,1,0.186,0.718,0.097,48371946,0.815,Asia,8508000000,20989000000,1/12/2006
0.023,0.672,5145,1.5-3%,Below Threshold,543.1107023,Kyrgyz Republic,21,,2450,2834168889,0.067,38,202,0.033,0.123,0.232,72,64,0.248,1,0.308,0.638,0.054,5218400,0.353,Asia,189000000,142000000,1/12/2006
0.029,0.352,1580,1.5-3%,Below Threshold,585.6405751,Lao PDR,123,,,3452895836,0.043,25,672,0.068,0.012,0.3,66,64,0.171,1,0.396,0.566,0.038,5895930,0.285,Asia,160000000,15000000,1/12/2006
0.008,,1632,Below 1.5%,Below Threshold,30363.62373,"Macao SAR, China",,,,14568709574,,,,,0.464,0.088,81,77,1.326,1,0.161,0.766,0.072,479808,1,Asia,10055000000,648000000,1/12/2006
0.018,0.36,170648,1.5-3%,Below Threshold,6179.64046,Malaysia,37,,63715,1.62692E+11,0.036,222,190,0.007,0.516,0.065,76,72,0.739,1,0.297,0.659,0.045,26327098,0.675,Asia,12280000000,5085000000,1/12/2006
0.021,0.093,887,1.5-3%,Below Threshold,4304.056158,Maldives,9,,288,1303375806,0.067,287,,0.017,0.11,0.13,76,74,0.895,1,0.332,0.621,0.047,302825,0.35,Asia,1235000000,106000000,1/12/2006
0.021,0.398,9498,1.5-3%,Below Threshold,1333.877158,Mongolia,13,,2925,3414053251,0.054,72,204,0.035,,0.269,70,62,0.303,1,0.282,0.681,0.037,2559496,0.635,Asia,261000000,212000000,1/12/2006
0.019,,12611,1.5-3%,Below Threshold,,Myanmar,,,15015,,0.02,5,,0.049,0.002,0.161,66,62,0.004,1,0.277,0.674,0.05,50500070,0.294,Asia,59000000,40000000,1/12/2006
0.027,0.325,2662,1.5-3%,Below Threshold,352.8009747,Nepal,31,,9131,9043715356,0.056,20,408,0.044,0.011,0.08,66,64,0.045,1,0.391,0.564,0.045,25634043,0.155,Asia,157000000,261000000,1/12/2006
0.028,0.416,146075,1.5-3%,Below Threshold,853.0705861,Pakistan,24,,79345,1.37264E+11,0.037,29,560,0.079,0.065,0.11,66,65,0.214,1,0.376,0.583,0.042,160905794,0.351,Asia,919000000,2029000000,1/12/2006
0.027,0.476,67693,1.5-3%,Below Threshold,1398.830191,Philippines,47,,38456,1.22211E+11,0.04,55,195,0.027,0.057,0.098,71,64,0.491,1,0.367,0.598,0.035,87366573,0.463,Asia,4019000000,1558000000,1/12/2006
0.01,0.238,30799,Below 1.5%,Below Threshold,33578.86127,Singapore,6,,23509,1.47794E+11,0.037,1167,80,0.002,0.59,0.053,83,78,1.038,1,0.188,0.729,0.083,4401400,1,Asia,7536000000,11268000000,1/12/2006
0.019,0.598,11738,1.5-3%,Below Threshold,1423.477215,Sri Lanka,48,,9083,28267410543,0.04,57,256,0.011,0.025,0.129,77,70,0.269,1,0.253,0.675,0.072,19858000,0.184,Asia,733000000,666000000,1/12/2006
0.03,0.799,2655,Above 3%,Below Threshold,406.9634195,Tajikistan,80,,2414,2830236054,0.048,19,224,0.052,0.038,0.144,70,63,0.309,1,0.376,0.587,0.037,6954522,0.265,Asia,11200000,6000000,1/12/2006
0.012,0.374,261211,Below 1.5%,Below Threshold,3143.238458,Thailand,33,,101043,2.07089E+11,0.035,110,264,0.015,0.172,0.074,76,69,0.609,1,0.218,0.703,0.079,65883961,0.388,Asia,16614000000,6173000000,1/12/2006
0.038,0.484,180,Above 3%,Below Threshold,463.0384975,Timor-Leste,167,,59,462600000,0.106,46,640,0.062,0.001,0.165,65,62,0.048,1,0.478,0.494,0.028,999053,0.269,Asia,20000000,2000000,1/12/2006
